,0,1,2,3,4,5,6,7
0,2004-08-19 00:00:00,-0.8396005921278593,-0.843496946554187,-0.8497135826619732,-0.8460302164196,-0.8460302164196,1.258740417348691,-0.8460302164196
1,2004-08-20 00:00:00,-0.8461051523683446,-0.8455437250189292,-0.8433017969545952,-0.8428487393944967,-0.8428487393944967,0.13326449212931699,-0.8428487393944967
2,2004-08-23 00:00:00,-0.8409376377508955,-0.8452205494718646,-0.8396587431033358,-0.8430656481760892,-0.8430656481760892,-0.10653260693610159,-0.8430656481760892
3,2004-08-24 00:00:00,-0.8415519504431591,-0.8454719082306925,-0.8425367592888846,-0.8445117862572364,-0.8445117862572364,0.2951875690375825,-0.8445117862572364
4,2004-08-25 00:00:00,-0.8439369571896741,-0.8434610309783899,-0.8431196479050861,-0.8399926273494457,-0.8399926273494457,0.22169705767243747,-0.8399926273494457
5,2004-08-26 00:00:00,-0.8398896766274164,-0.8422401455783682,-0.8375093413310929,-0.8403903133333314,-0.8403903133333314,0.1677417574455896,-0.8403903133333314
6,2004-08-27 00:00:00,-0.8393837661054284,-0.843820125692091,-0.8378736576453804,-0.8414387473539574,-0.8414387473539574,-0.3528096784766626,-0.8414387473539574
7,2004-08-30 00:00:00,-0.8409737669894586,-0.8454000878516167,-0.8427917730584727,-0.8471871210999944,-0.8471871210999944,0.30873833500765974,-0.8471871210999944
8,2004-08-31 00:00:00,-0.8463942368679017,-0.849350021977146,-0.84421256041741,-0.8478017339421082,-0.8478017339421082,0.009840075220427246,-0.8478017339421082
9,2004-09-01 00:00:00,-0.8469362874693926,-0.8487754876712535,-0.8436296754442624,-0.8474401903835035,-0.8474401903835035,-0.159916144885731,-0.8474401903835035
10,2004-09-02 00:00:00,-0.8476228767070154,-0.8465132552509623,-0.8440304113679009,-0.8440417901154991,-0.8440417901154991,-0.07037817227332151,-0.8440417901154991
11,2004-09-03 00:00:00,-0.8441176503598953,-0.8451846482594252,-0.8413709856995355,-0.8456325268203873,-0.8456325268203873,-0.16441400813318283,-0.8456325268203873
12,2004-09-07 00:00:00,-0.843611725383321,-0.8475186831045953,-0.8433017969545952,-0.8464640665207293,-0.8464640665207293,-0.04928014424396064,-0.8464640665207293
13,2004-09-08 00:00:00,-0.845996732129836,-0.849493644781101,-0.8447590257812067,-0.8482717300838455,-0.8482717300838455,0.09905404920907963,-0.8482717300838455
14,2004-09-09 00:00:00,-0.8469001437762431,-0.8512890644870151,-0.8460340873430396,-0.8480548032256173,-0.8480548032256173,0.16488294605949735,-0.8480548032256173
15,2004-09-10 00:00:00,-0.8472976485143089,-0.8495295603568981,-0.8440668346203057,-0.846247139662501,-0.846247139662501,-0.27769917399273203,-0.846247139662501
16,2004-09-13 00:00:00,-0.8436840019286801,-0.845076912304552,-0.840715232363255,-0.8410410758313803,-0.8410410758313803,0.3761491074917152,-0.8410410758313803
17,2004-09-14 00:00:00,-0.8398174000820573,-0.8353457410893365,-0.8367807269177872,-0.8314243056756017,-0.8314243056756017,1.8640460814972917,-0.8314243056756017
18,2004-09-15 00:00:00,-0.8331321611259371,-0.8338016801422503,-0.8296039217599678,-0.8330873525383415,-0.8330873525383415,0.9613668569673742,-0.8330873525383415
19,2004-09-16 00:00:00,-0.8319035212868234,-0.8298517603800785,-0.8278552595544172,-0.8317858311575707,-0.8317858311575707,1.0491895427481284,-0.8317858311575707
20,2004-09-17 00:00:00,-0.8302412474710807,-0.8335144201709829,-0.827709533757313,-0.8303758571936671,-0.8303758571936671,0.3416527834328686,-0.8303758571936671
21,2004-09-20 00:00:00,-0.8307471543794223,-0.8308930930369904,-0.8269080546239282,-0.8292551021692078,-0.8292551021692078,0.5966968765574459,-0.8292551021692078
22,2004-09-21 00:00:00,-0.8276394147021349,-0.8316830848892716,-0.8263251696507805,-0.829182792011356,-0.829182792011356,0.11510151045634417,-0.829182792011356
23,2004-09-22 00:00:00,-0.8291571390408058,-0.8335862225958618,-0.8321540630989033,-0.8360880668224603,-0.8360880668224603,1.1673918641917562,-0.8360880668224603
24,2004-09-23 00:00:00,-0.8357339758266502,-0.8373206991750027,-0.8323726354008172,-0.8344611660003285,-0.8344611660003285,0.25146681357294487,-0.8344611660003285
25,2004-09-24 00:00:00,-0.833999429079195,-0.8383620461952723,-0.8333198403313062,-0.8376788179886568,-0.8376788179886568,0.021751789329144986,-0.8376788179886568
26,2004-09-27 00:00:00,-0.8372517146199074,-0.8415938088475967,-0.8373271922815837,-0.8413302947708247,-0.8413302947708247,0.43946225032237174,-0.8413302947708247
27,2004-09-28 00:00:00,-0.8399980787976922,-0.8440355652842824,-0.8401687706425122,-0.843137958333941,-0.843137958333941,1.1075664712521323,-0.843137958333941
28,2004-09-29 00:00:00,-0.8425276350212789,-0.8419169843946613,-0.838747979640521,-0.838040347085953,-0.838040347085953,0.7294219598424224,-0.838040347085953
29,2004-09-30 00:00:00,-0.8385526310043804,-0.8406242786155637,-0.8356513911530584,-0.8379680369281012,-0.8379680369281012,0.6330800161311133,-0.8379680369281012
30,2004-10-01 00:00:00,-0.8358785253037219,-0.840552461827327,-0.8349956414598316,-0.839378014507332,-0.839378014507332,0.9867340433332996,-0.839378014507332
31,2004-10-04 00:00:00,-0.8356255700427279,-0.8391879392599929,-0.8337205616827293,-0.8374257487051477,-0.8374257487051477,0.5147824009746157,-0.8374257487051477
32,2004-10-05 00:00:00,-0.8375046698809014,-0.840732000207079,-0.8343398881235511,-0.8376065114461323,-0.8376065114461323,-0.18250075483585984,-0.8376065114461323
